年月日	降水量の合計(mm)	降水量の合計(mm)	降水量の合計(mm)	降水量の合計(mm)	平均気温(℃)	平均気温(℃)	平均気温(℃)	最高気温(℃)	最高気温(℃)	最高気温(℃)	最低気温(℃)	最低気温(℃)	最低気温(℃)	日照時間(時間)	日照時間(時間)	日照時間(時間)	日照時間(時間)	合計全天日射量(MJ/㎡)	合計全天日射量(MJ/㎡)	合計全天日射量(MJ/㎡)	平均風速(m/s)	平均風速(m/s)	平均風速(m/s)	最大風速(m/s)	最大風速(m/s)	最大風速(m/s)	最大風速(m/s)	最大風速(m/s)	最大瞬間風速(m/s)	最大瞬間風速(m/s)	最大瞬間風速(m/s)	最大瞬間風速(m/s)	最大瞬間風速(m/s)	最多風向(16方位)	最多風向(16方位)	最多風向(16方位)	平均蒸気圧(hPa)	平均蒸気圧(hPa)	平均蒸気圧(hPa)	平均湿度(％)	平均湿度(％)	平均湿度(％)	平均現地気圧(hPa)	平均現地気圧(hPa)	平均現地気圧(hPa)	平均海面気圧(hPa)	平均海面気圧(hPa)	平均海面気圧(hPa)	平均雲量(10分比)	平均雲量(10分比)	平均雲量(10分比)	天気概況(昼：06時～18時)	天気概況(昼：06時～18時)	天気概況(昼：06時～18時)	天気概況(夜：18時～翌日06時)	天気概況(夜：18時～翌日06時)	天気概況(夜：18時～翌日06時)
8/31/2014	0	0	8	1	23.2	8	1	25.7	8	1	21.3	8	1	2.1	0	8	1	9.04	8	1	2	8	1	3.8	8	東北東	8	1	6.9	8	東北東	8	1	北北東	8	1	22.1	8	1	78	8	1	1010.2	8	1	1014.4	8	1	9.5	8	1	曇後一時晴	8	1	曇後一時雨	8	1
7/1/2015	13.5	0	8	1	20.5	8	2	22.4	8	2	19.2	8	2	0	0	8	1	2.59	8	1	2.1	8	1	5.4	8	南南東	8	1	8	8	南南東	8	1	南南東	8	1	23.6	8	2	98	8	2	992.2	8	1	995	8	1	10	8	1	雨後一時曇	8	1	曇	8	1
7/2/2015	2.5	0	8	1	22.5	8	2	25	8	2	20.1	8	2	0.2	0	8	1	6.65	8	1	1.9	8	1	4	8	南南西	8	1	6.4	8	南南西	8	1	南	8	1	24.6	8	2	91	8	2	999.1	8	1	1001.9	8	1	9.8	8	1	曇一時雨	8	1	曇後時々雨	8	1
7/3/2015	67.5	0	8	1	21.9	8	2	23.4	8	2	20.8	8	2	0	0	8	1	3.55	8	1	2	8	1	4	8	南西	8	1	7.2	8	南西	8	1	南南西	8	1	26	8	2	99	8	2	1003.1	8	1	1005.9	8	1	10	8	1	大雨後一時曇	8	1	雨後一時曇	8	1
7/4/2015	4	0	8	1	22.5	8	2	25.9	8	2	20.8	8	2	0	0	8	1	6.42	8	1	1.8	8	1	4	8	南南東	8	1	5.8	8	南南東	8	1	南	8	1	25.9	8	2	96	8	2	1005.7	8	1	1008.5	8	1	10	8	1	雨時々曇	8	1	雨	8	1
7/5/2015	20	0	8	1	20.1	8	2	21.9	8	2	19.1	8	2	0	0	8	1	4.39	8	1	1.8	8	1	4	8	南南西	8	1	5.6	8	北北西	8	1	北北東	8	1	22.5	8	2	96	8	2	1008.6	8	1	1011.4	8	1	10	8	1	雨時々曇	8	1	曇時々雨	8	1
7/6/2015	14.5	0	8	1	19.8	8	2	21.1	8	2	18.9	8	2	0	0	8	1	3.72	8	1	1.7	8	1	3.1	8	東北東	8	1	5.1	8	北東	8	1	東北東	8	1	22.3	8	2	97	8	2	1010.1	8	1	1012.9	8	1	10	8	1	雨	8	1	曇一時雨	8	1
7/7/2015	0	0	8	1	21.3	8	2	24.3	8	2	18.7	8	2	0	0	8	1	7.29	8	1	1.5	8	1	4.2	8	南	8	1	6.8	8	南	8	1	南	8	1	23.1	8	2	91	8	2	1010.6	8	1	1013.4	8	1	10	8	1	雨時々曇	8	1	曇一時雨	8	1
7/8/2015	11	0	8	1	22.4	8	2	26.6	8	2	19.2	8	2	0.2	0	8	1	8.74	8	1	1.7	8	1	4.4	8	東北東	8	1	6.9	8	東北東	8	1	南	8	1	25	8	2	93	8	2	1012.1	8	1	1014.9	8	1	10	8	1	曇後雨	8	1	雨	8	1
7/9/2015	11	0	8	1	19.4	8	2	20.4	8	2	18.6	8	2	0	0	8	1	3.5	8	1	2	8	1	4.2	8	北東	8	1	6.7	8	北東	8	1	北北東	8	1	21.8	8	2	97	8	2	1013.7	8	1	1016.5	8	1	10	8	1	雨一時曇	8	1	曇時々雨	8	1
7/10/2015	0.5	0	8	1	23.2	8	2	28.9	8	2	17.6	8	2	9.1	0	8	1	24.39	8	1	2.1	8	1	5.3	8	南南東	8	1	7.8	8	南東	8	1	南南東	8	1	22.3	8	2	80	8	2	1012.3	8	1	1015.2	8	1	5.8	8	1	晴一時曇	8	1	晴	8	1
7/11/2015	0	1	8	1	25.9	8	2	31.3	8	2	21.1	8	2	11.5	0	8	1	26.73	8	1	2.8	8	1	5.8	8	南	8	1	9	8	南	8	1	南	8	1	24.8	8	2	76	8	2	1009.8	8	1	1012.5	8	1	2	8	1	晴一時曇	8	1	晴一時薄曇	8	1
7/12/2015	0	1	8	1	27.2	8	2	32	8	2	22.4	8	2	12.6	0	8	1	26.35	8	1	2.7	8	1	5.8	8	南東	8	1	9.4	8	南東	8	1	南	8	1	26.2	8	2	74	8	2	1006.9	8	1	1009.7	8	1	5.8	8	1	晴時々薄曇	8	1	薄曇時々晴	8	1
7/13/2015	0	1	8	1	29.4	8	2	34.2	8	2	24.1	8	2	11.5	0	8	1	26.1	8	1	5	8	1	9.3	8	南南西	8	1	16.8	8	南南西	8	1	南南西	8	1	27.1	8	2	67	8	2	1003.5	8	1	1006.2	8	1	9.5	8	1	薄曇	8	1	薄曇後晴	8	1
7/14/2015	0	1	8	1	29.9	8	2	34.3	8	2	26.7	8	2	13.3	0	8	1	28.46	8	1	6.8	8	1	10.3	8	南	8	1	17.6	8	南南西	8	1	南	8	1	25.2	8	2	61	8	2	1002.8	8	1	1005.5	8	1	1.8	8	1	快晴	8	1	晴	8	1
7/15/2015	0	0	8	1	28.4	8	2	33.2	8	2	24.2	8	2	13	0	8	1	28.18	8	1	4.7	8	1	9.2	8	南	8	1	15.2	8	南南東	8	1	南	8	1	24.8	8	2	65	8	2	1005.6	8	1	1008.3	8	1	5.5	8	1	晴	8	1	大雨時々曇	8	1
7/16/2015	63.5	0	8	1	26.4	8	2	28.9	8	2	23.6	8	2	0.2	0	8	1	7.68	8	1	4.8	8	1	9.5	8	南	8	1	17.4	8	南	8	1	南南東	8	1	30.8	8	2	90	8	2	1004.5	8	1	1007.2	8	1	10	8	1	曇時々雨	8	1	曇一時雨	8	1
7/17/2015	14.5	0	8	1	26.7	8	2	30.4	8	2	22.8	8	2	1.1	0	8	1	12.51	8	1	5.3	8	1	9.7	8	南南西	8	1	17.3	8	南南西	8	1	南	8	1	28.9	8	2	83	8	2	1005.1	8	1	1007.8	8	1	10	8	1	曇一時雨	8	1	薄曇時々晴	8	1
7/18/2015	0.5	0	8	1	27.2	8	2	29.9	8	2	25.6	8	2	2.7	0	8	1	11.49	8	1	5.5	8	1	8.5	8	南南西	8	1	14.7	8	南南西	8	1	南	8	1	27.6	8	2	77	8	2	1006.7	8	1	1009.5	8	1	9.3	8	1	曇後雨	8	1	曇時々晴一時雨	8	1
7/19/2015	0	0	8	1	29.4	8	2	34.8	8	2	25	8	2	8.3	0	8	1	23.4	8	1	3.3	8	1	6	8	南	8	1	11	8	南南西	8	1	南	8	1	27.9	8	2	69	8	2	1009.1	8	1	1011.8	8	1	6.5	8	1	晴後曇	8	1	曇一時晴	8	1
7/20/2015	0	0	8	1	28.8	8	2	33.5	8	2	25.8	8	2	6.7	0	8	1	19.98	8	1	2.4	8	1	6.4	8	南南東	8	1	8.8	8	南南東	8	1	南南東	8	1	29.5	8	2	75	8	2	1010.6	8	1	1013.3	8	1	8	8	1	晴時々曇	8	1	晴一時曇	8	1
7/21/2015	0	1	8	1	29.4	8	2	34.9	8	2	25.4	8	2	13.2	0	8	1	26.92	8	1	3.8	8	1	7.5	8	南	8	1	12.4	8	南	8	1	南	8	1	26.2	8	2	65	8	2	1009.3	8	1	1012	8	1	1.5	8	1	晴	8	1	快晴	8	1
7/22/2015	0	1	8	1	28.9	8	2	32.8	8	2	25.4	8	2	13.4	0	8	1	27.97	8	1	6.4	8	1	10.7	8	南南西	8	1	18.5	8	南西	8	1	南南西	8	1	23.9	8	2	61	8	2	1008.6	8	1	1011.3	8	1	1.8	8	1	晴一時薄曇	8	1	雨時々曇	8	1
7/23/2015	4.5	0	8	1	27	8	2	30.4	8	2	24.7	8	2	2.7	0	8	1	13.2	8	1	4.5	8	1	8	8	南南西	8	1	14.1	8	南南西	8	1	南南西	8	1	28.2	8	2	80	8	2	1006.9	8	1	1009.7	8	1	9.5	8	1	曇時々雨	8	1	曇	8	1
7/24/2015	7	0	8	1	28.1	8	2	33.9	8	2	25	8	2	5.2	0	8	1	16.59	8	1	2	8	1	4.4	8	南南東	8	1	7.5	8	北北東	8	1	南南東	8	1	31.1	8	2	83	8	2	1007.2	8	1	1010	8	1	9	8	1	曇後一時雨、雷を伴う	8	1	晴一時曇	8	1
7/25/2015	0	1	8	1	28.6	8	2	33.1	8	2	24.7	8	2	8.4	0	8	1	20.42	8	1	2.2	8	1	5.3	8	南南東	8	1	7.3	8	南南東	8	1	南南東	8	1	31	8	2	80	8	2	1006.5	8	1	1009.3	8	1	7	8	1	薄曇後一時晴	8	1	晴	8	1
7/26/2015	0	1	8	1	30.3	8	2	35.8	8	2	26	8	2	12.4	0	8	1	24.22	8	1	2.4	8	1	5.6	8	南南東	8	1	8.6	8	南南東	8	1	南南東	8	1	30.5	8	2	72	8	2	1007.3	8	1	1010	8	1	5	8	1	薄曇時々晴	8	1	晴	8	1
7/27/2015	0	1	8	1	30.4	8	2	35	8	2	25.6	8	2	12.9	0	8	1	24.96	8	1	2.7	8	1	5.1	8	南東	8	1	8.2	8	南	8	1	南南東	8	1	29.4	8	2	69	8	2	1004.4	8	1	1007.1	8	1	2.5	8	1	晴	8	1	晴後曇	8	1
7/28/2015	0	0	8	1	29.6	8	2	34.1	8	2	27.1	8	2	6.4	0	8	1	17.66	8	1	2.4	8	1	5.1	8	南南東	8	1	8	8	南南東	8	1	南南東	8	1	29.7	8	2	72	8	2	1003.1	8	1	1005.8	8	1	9	8	1	曇後晴	8	1	曇時々晴	8	1
7/29/2015	0	1	8	1	29.4	8	2	32.5	8	2	27.1	8	2	3.2	0	8	1	13.57	8	1	2.6	8	1	5.8	8	南南東	8	1	9.1	8	南南東	8	1	南東	8	1	28.4	8	2	70	8	2	1004.8	8	1	1007.5	8	1	10	8	1	曇時々晴	8	1	曇後一時晴	8	1
7/30/2015	0	0	8	1	29.1	8	2	34.3	8	2	26.5	8	2	3.6	0	8	1	12.3	8	1	2.2	8	1	4.8	8	南南東	8	1	7.3	8	南南東	8	1	南	8	1	30.1	8	2	75	8	2	1006	8	1	1008.7	8	1	10	8	1	曇後一時雨、雷を伴う	8	1	晴一時曇	8	1
7/31/2015	0	1	8	1	30	8	2	35	8	2	25.9	8	2	10	0	8	1	21	8	1	2.7	8	1	5.2	8	南東	8	1	7.4	8	南南東	8	1	南南東	8	1	29.8	8	2	72	8	2	1006.7	8	1	1009.4	8	1	3	8	1	晴	8	1	快晴	8	1
8/1/2015	0	1	8	1	30.5	8	2	35.3	8	2	26.6	8	2	8.9	0	8	1	22.08	8	1	2.6	8	1	5.1	8	南	8	1	8.5	8	南	8	1	南	8	1	32.4	8	2	76	8	2	1007.6	8	1	1010.3	8	1	3	8	1	晴	8	1	晴一時曇	8	1
8/2/2015	0	0	8	1	30.2	8	2	35.1	8	2	26.3	8	2	9.6	0	8	1	23.75	8	1	2.6	8	1	5.6	8	南南東	8	1	9.3	8	南東	8	1	南南東	8	1	30.2	8	2	71	8	2	1009.2	8	1	1011.9	8	1	3.5	8	1	晴	8	1	曇時々晴	8	1
8/3/2015	0	1	8	1	29.8	8	2	35	8	2	26.1	8	2	12	0	8	1	24.91	8	1	3.1	8	1	6.7	8	南	8	1	10.8	8	南	8	1	南	8	1	28.9	8	2	69	8	2	1008.7	8	1	1011.4	8	1	2	8	1	晴	8	1	晴	8	1
8/4/2015	0	1	8	1	30	8	2	35.1	8	2	26.5	8	2	11.4	0	8	1	24.76	8	1	3.4	8	1	6.6	8	南南東	8	1	10.5	8	南南東	8	1	南	8	1	28.9	8	2	69	8	2	1007.4	8	1	1010.1	8	1	2.3	8	1	晴	8	1	晴	8	1
8/5/2015	0	1	8	1	30.2	8	2	35.2	8	2	25.7	8	2	12.8	0	8	1	26.14	8	1	4.1	8	1	8.2	8	南南東	8	1	13.1	8	南南東	8	1	南	8	1	29.4	8	2	69	8	2	1007.4	8	1	1010.1	8	1	0.3	8	1	快晴	8	1	快晴	8	1
8/6/2015	0	1	8	1	30.9	8	2	35.9	8	2	26.8	8	2	11.9	0	8	1	25.51	8	1	3	8	1	6.7	8	南東	8	1	10	8	南東	8	1	南南東	8	1	30	8	2	68	8	2	1009.8	8	1	1012.5	8	1	2	8	1	晴	8	1	晴後一時薄曇	8	1
8/7/2015	0	1	8	1	31.5	8	2	37.7	8	2	26.8	8	2	9.2	0	8	1	21.12	8	1	2.6	8	1	6.1	8	南東	8	1	9.8	8	南南東	8	1	北北西	8	1	27.7	8	2	61	8	2	1011.6	8	1	1014.3	8	1	6	8	1	晴後時々薄曇	8	1	曇時々晴	8	1
8/8/2015	0	1	8	1	27.6	8	2	32.6	8	2	24.9	8	2	4.3	0	8	1	16.32	8	1	3.2	8	1	5.7	8	東北東	8	1	10.6	8	東北東	8	1	東北東	8	1	26	8	2	71	8	2	1011.6	8	1	1014.4	8	1	9.3	8	1	曇時々晴	8	1	曇一時晴	8	1
8/9/2015	0	1	8	1	27.9	8	2	33.4	8	2	24.7	8	2	3.4	0	8	1	16.05	8	1	2.5	8	1	4.6	8	東南東	8	1	7.7	8	東南東	8	1	北東	8	1	25.2	8	2	68	8	2	1008.4	8	1	1011.2	8	1	7.8	8	1	晴一時曇	8	1	晴後曇	8	1
8/10/2015	1	0	8	1	27.9	8	2	31.9	8	2	25.5	8	2	2	0	8	1	13.03	8	1	2.6	8	1	6.1	8	東南東	8	1	10.5	8	東	8	1	北東	8	1	29.4	8	2	79	8	2	1006	8	1	1008.7	8	1	8.5	8	1	曇一時雨、雷を伴う	8	1	曇時々晴	8	1
8/11/2015	0	1	8	1	29.4	8	2	35.5	8	2	25.3	8	2	7.8	0	8	1	20.14	8	1	2.6	8	1	4.7	8	東北東	8	1	9.3	8	東	8	1	東北東	8	1	27.9	8	2	70	8	2	1003.1	8	1	1005.8	8	1	7.5	8	1	曇後時々晴	8	1	曇	8	1
8/12/2015	0	0	8	1	28.9	8	2	33.7	8	2	26.3	8	2	3	0	8	1	13.55	8	1	2.3	8	1	4.8	8	南東	8	1	7.8	8	西	8	1	南	8	1	28.9	8	2	73	8	2	1002.5	8	1	1005.2	8	1	10	8	1	曇一時晴	8	1	曇後一時雨	8	1
8/13/2015	1	0	8	1	27.5	8	2	30.5	8	2	25.3	8	2	2.2	0	8	1	10.76	8	1	3	8	1	6.4	8	南東	8	1	10.3	8	南南東	8	1	南南東	8	1	30.1	8	2	82	8	2	1000.4	8	1	1003.1	8	1	9	8	1	曇一時雨	8	1	曇後一時雨	8	1
8/14/2015	2	0	8	1	26.9	8	2	31.8	8	2	24	8	2	1.5	0	8	1	12.28	8	1	2.3	8	1	5.3	8	北	8	1	10.8	8	北東	8	1	北北西	8	1	29.5	8	2	84	8	2	1000.6	8	1	1003.3	8	1	9.8	8	1	曇一時晴	8	1	曇時々雨	8	1
8/15/2015	0	0	8	1	27.7	8	2	33.1	8	2	24.1	8	2	7.3	0	8	1	21.39	8	1	2.5	8	1	6.1	8	南南東	8	1	9.6	8	南南東	8	1	南南東	8	1	27.8	8	2	76	8	2	1004.8	8	1	1007.5	8	1	5.3	8	1	晴一時曇	8	1	晴後一時曇	8	1
8/16/2015	8	0	8	1	27.8	8	2	31.9	8	2	24.6	8	2	4.7	0	8	1	16.16	8	1	2.7	8	1	5.5	8	東北東	8	1	8.6	8	東北東	8	1	北東	8	1	28.3	8	2	77	8	2	1006.7	8	1	1009.4	8	1	8.3	8	1	曇時々晴	8	1	雨時々曇、雷を伴う	8	1
8/17/2015	33.5	0	8	1	25.7	8	2	28	8	2	23.6	8	2	0.1	0	8	1	3.96	8	1	4	8	1	8.9	8	南	8	1	13.5	8	南南西	8	1	南	8	1	31.5	8	2	96	8	2	1005.5	8	1	1008.2	8	1	9.3	8	1	雨時々曇	8	1	曇一時雨	8	1
8/18/2015	0	0	8	1	28.2	8	2	31.9	8	2	26	8	2	4.6	0	8	1	13.25	8	1	3.8	8	1	7.2	8	南	8	1	12.6	8	南南西	8	1	南南西	8	1	29.1	8	2	76	8	2	1005.3	8	1	1008.1	8	1	9.5	8	1	曇	8	1	曇	8	1
8/19/2015	0	0	8	1	27.8	8	2	31.4	8	2	25.7	8	2	5	0	8	1	17.9	8	1	3	8	1	6	8	南東	8	1	9.5	8	南南東	8	1	南東	8	1	26.1	8	2	70	8	2	1009.7	8	1	1012.5	8	1	10	8	1	曇	8	1	曇後一時雨	8	1
8/20/2015	8	0	8	1	25.6	8	2	27	8	2	24	8	2	0	0	8	1	4.34	8	1	1.9	8	1	4.1	8	南東	8	1	7.1	8	南東	8	1	北北西	8	1	30.1	8	2	92	8	2	1007.9	8	1	1010.7	8	1	10	8	1	雨後時々曇	8	1	曇一時雨	8	1
8/21/2015	2.5	0	8	1	26	8	2	29.4	8	2	24.5	8	2	0.1	0	8	1	7.01	8	1	1.9	8	1	3.9	8	南南東	8	1	7.5	8	南	8	1	南南西	8	1	29.4	8	2	88	8	2	1003.8	8	1	1006.5	8	1	10	8	1	曇後一時雨	8	1	曇	8	1
8/22/2015	0	1	8	1	28.3	8	2	32.7	8	2	24.7	8	2	8.2	0	8	1	19.54	8	1	3.3	8	1	7	8	南南東	8	1	10.8	8	南南東	8	1	南南東	8	1	30.4	8	2	80	8	2	999	8	1	1001.7	8	1	7.3	8	1	曇後晴	8	1	曇時々晴	8	1
8/23/2015	0	0	8	1	26.7	8	2	31.4	8	2	24	8	2	4.2	0	8	1	15.5	8	1	3.3	8	1	6.2	8	北東	8	1	12.7	8	東北東	8	1	北東	8	1	26.3	8	2	75	8	2	1001.6	8	1	1004.4	8	1	7.8	8	1	曇一時晴	8	1	曇一時晴	8	1
8/24/2015	0	1	8	1	24.3	8	2	29.3	8	2	21.6	8	2	2	0	8	1	11.61	8	1	3.3	8	1	6.3	8	東北東	8	1	10.8	8	東北東	8	1	北北東	8	1	20.3	8	2	67	8	2	1005.3	8	1	1008	8	1	9.8	8	1	曇	8	1	曇	8	1
8/25/2015	0.5	0	8	1	21.5	8	2	22.9	8	2	18.2	8	2	0.1	0	8	1	5.39	8	1	3.3	8	1	5.5	8	北東	8	1	9.4	8	北東	8	1	東北東	8	1	17.3	8	2	68	8	2	1008.7	8	1	1011.5	8	1	10	8	1	曇後一時雨	8	1	雨一時曇	8	1
8/26/2015	35.5	0	8	1	19.5	8	2	21.3	8	2	17.9	8	2	0	0	8	1	3.83	8	1	3.3	8	1	5.3	8	北西	8	1	10.2	8	北北西	8	1	北西	8	1	22.6	8	2	99	8	2	1004.9	8	1	1007.7	8	1	10	8	1	雨	8	1	曇時々雨後一時晴	8	1
8/27/2015	0	0	8	1	23.6	8	2	27.3	8	2	20.2	8	2	1.3	0	8	1	11.94	8	1	2.4	8	1	4	8	北西	8	1	6.7	8	北西	8	1	北西	8	1	23.3	8	2	81	8	2	1006.5	8	1	1009.3	8	1	10	8	1	曇	8	1	曇後一時雨	8	1
8/28/2015	3	0	8	1	21.7	8	2	22.9	8	2	19.9	8	2	0	0	8	1	3.67	8	1	2.7	8	1	5	8	北東	8	1	10	8	北東	8	1	北	8	1	21.8	8	2	84	8	2	1009.7	8	1	1012.5	8	1	10	8	1	曇時々雨	8	1	雨一時曇	8	1
8/29/2015	2.5	0	8	1	20	8	2	21	8	2	19.1	8	2	0	0	8	1	3.13	8	1	2.4	8	1	4.3	8	北西	8	1	7.2	8	北	8	1	北北西	8	1	22.9	8	2	98	8	2	1010.1	8	1	1012.9	8	1	10	8	1	雨後一時曇	8	1	曇時々雨	8	1
8/30/2015	3.5	0	8	1	21.2	8	2	22.5	8	2	20.3	8	2	0	0	8	1	2.54	8	1	1.8	8	1	3.7	8	北東	8	1	6.1	8	北北東	8	1	北北東	8	1	24.1	8	2	96	8	2	1009.8	8	1	1012.6	8	1	10	8	1	雨時々曇	8	1	雨時々曇	8	1
8/31/2015	2.5	0	8	1	22.1	8	2	24.1	8	2	20.6	8	2	0	0	8	1	3.5	8	1	1.7	8	1	3.5	8	北東	8	1	5.9	8	北北東	8	1	北北東	8	1	25	8	2	94	8	2	1012	8	1	1014.8	8	1	10	8	1	曇一時雨	8	1	雨時々曇	8	1
7/1/2016	0	1	8	1	25.6	8	2	30.6	8	2	22	8	2	4.4	0	8	1	15.25	8	1	2.3	8	1	7	8	南南東	8	1	10.9	8	南南東	8	1	南南東	8	1	27	8	2	83	8	2	1010.2	8	1	1013	8	1	10	8	1	曇一時晴	8	1	曇	8	1
7/2/2016	0	0	8	1	27	8	2	31.8	8	2	23.4	8	2	6.9	0	8	1	21.04	8	1	3	8	1	5.9	8	南	8	1	9.8	8	南南西	8	1	南南東	8	1	27.8	8	2	79	8	2	1007.6	8	1	1010.4	8	1	9.5	8	1	曇後時々晴	8	1	薄曇時々晴	8	1
7/3/2016	0	1	8	1	29.2	8	2	35.4	8	2	24.6	8	2	7.6	0	8	1	22.66	8	1	3.3	8	1	7.2	8	南南西	8	1	13.2	8	南西	8	1	南	8	1	28.5	8	2	71	8	2	1003.8	8	1	1006.6	8	1	9	8	1	曇一時晴	8	1	晴後一時曇	8	1
7/4/2016	1.5	0	8	1	27.8	8	2	33.8	8	2	23.6	8	2	7.1	0	8	1	20.9	8	1	2.4	8	1	5.6	8	南南東	8	1	9.8	8	南東	8	1	南南東	8	1	27.7	8	2	75	8	2	1008.4	8	1	1011.2	8	1	3.3	8	1	晴後一時雨、雷を伴う	8	1	曇時々晴	8	1
7/5/2016	0	0	8	1	21.7	8	2	25.6	8	2	20.2	8	2	0	0	8	1	3.82	8	1	3.1	8	1	5.5	8	東北東	8	1	9.8	8	東北東	8	1	東北東	8	1	21.1	8	2	81	8	2	1016.5	8	1	1019.3	8	1	10	8	1	曇一時雨	8	1	曇	8	1
7/6/2016	0	1	8	1	23.1	8	2	26.9	8	2	20.5	8	2	4.1	0	8	1	11.98	8	1	2.6	8	1	6.2	8	南東	8	1	8.6	8	南南東	8	1	南南東	8	1	23.7	8	2	84	8	2	1013.4	8	1	1016.2	8	1	7.5	8	1	曇一時晴	8	1	快晴	8	1
7/7/2016	0	1	8	1	27.4	8	2	36.7	8	2	21.9	8	2	12.8	0	8	1	27.12	8	1	3	8	1	8.3	8	南東	8	1	12.6	8	南東	8	1	東北東	8	1	25.8	8	2	73	8	2	1009.8	8	1	1012.5	8	1	4.8	8	1	晴	8	1	曇	8	1
7/8/2016	0	0	8	1	25.3	8	2	29.8	8	2	22.1	8	2	2.1	0	8	1	14.82	8	1	2.3	8	1	4.7	8	南南東	8	1	8	8	南西	8	1	南南東	8	1	24.7	8	2	77	8	2	1010.9	8	1	1013.7	8	1	10	8	1	曇	8	1	曇一時雨	8	1
7/9/2016	12.5	0	8	1	22.4	8	2	24.9	8	2	20.3	8	2	0	0	8	1	3.7	8	1	3	8	1	6.3	8	南南西	8	1	10.8	8	南西	8	1	南南西	8	1	25.8	8	2	95	8	2	1005.2	8	1	1008	8	1	10	8	1	雨後時々曇	8	1	晴時々曇	8	1
7/10/2016	0	1	8	1	25.6	8	2	31.3	8	2	20.2	8	2	11.7	0	8	1	25.75	8	1	2.6	8	1	5.8	8	南南東	8	1	9.9	8	南南東	8	1	南南東	8	1	25.2	8	2	79	8	2	1001.3	8	1	1004.1	8	1	7	8	1	薄曇	8	1	晴一時薄曇	8	1
7/11/2016	0	1	8	1	28	8	2	33.5	8	2	22.3	8	2	12.5	0	8	1	26.83	8	1	2.8	8	1	6.1	8	南南東	8	1	9.6	8	南南東	8	1	南東	8	1	25	8	2	68	8	2	1001.8	8	1	1004.5	8	1	3.5	8	1	晴後一時薄曇	8	1	曇時々晴	8	1
7/12/2016	0	1	8	1	27.1	8	2	31.8	8	2	24.6	8	2	6.3	0	8	1	20.86	8	1	3.1	8	1	6.4	8	南東	8	1	10.6	8	南東	8	1	南南東	8	1	27.3	8	2	77	8	2	1002.9	8	1	1005.6	8	1	7.8	8	1	晴時々曇	8	1	曇一時晴後時々雨	8	1
7/13/2016	2	0	8	1	25.1	8	2	27.6	8	2	23.5	8	2	0	0	8	1	5.48	8	1	1.7	8	1	3.8	8	南東	8	1	5.8	8	南東	8	1	南	8	1	30	8	2	94	8	2	999.2	8	1	1001.9	8	1	10	8	1	雨時々曇	8	1	曇一時雨	8	1
7/14/2016	21	0	8	1	25.9	8	2	32.9	8	2	21.3	8	2	3.9	0	8	1	16.46	8	1	2.4	8	1	6	8	北東	8	1	11.4	8	北東	8	1	南東	8	1	29.1	8	2	88	8	2	993.6	8	1	996.3	8	1	9.5	8	1	曇時々晴後一時雨、雷を伴う	8	1	曇時々雨、雷を伴う	8	1
7/15/2016	5.5	0	8	1	22.2	8	2	24	8	2	21	8	2	0	0	8	1	3.2	8	1	2.6	8	1	4.9	8	北東	8	1	9.3	8	北東	8	1	北東	8	1	25.2	8	2	94	8	2	997.1	8	1	999.9	8	1	10	8	1	雨時々曇	8	1	曇	8	1
7/16/2016	0	1	8	1	24.1	8	2	27.7	8	2	20.1	8	2	1.6	0	8	1	14.76	8	1	2.4	8	1	4.6	8	南東	8	1	7.6	8	南	8	1	南南西	8	1	23.6	8	2	79	8	2	1004.5	8	1	1007.2	8	1	10	8	1	曇	8	1	曇	8	1
7/17/2016	0	0	8	1	25.9	8	2	28.8	8	2	23.6	8	2	0.1	0	8	1	6.98	8	1	1.8	8	1	3.6	8	南南西	8	1	5.5	8	南南西	8	1	南南東	8	1	28.9	8	2	86	8	2	1004.1	8	1	1006.9	8	1	10	8	1	曇一時雨	8	1	曇	8	1
7/18/2016	0	0	8	1	28.7	8	2	33.5	8	2	25	8	2	7.5	0	8	1	22.82	8	1	2.7	8	1	5.6	8	南南東	8	1	8.5	8	北東	8	1	南東	8	1	29.4	8	2	76	8	2	1004.1	8	1	1006.9	8	1	8.3	8	1	晴時々曇	8	1	曇時々雨後時々晴	8	1
7/19/2016	5	0	8	1	27.3	8	2	32.3	8	2	23.7	8	2	6.2	0	8	1	18.41	8	1	2.8	8	1	6.4	8	南	8	1	12.2	8	南	8	1	南東	8	1	27.3	8	2	77	8	2	1006.5	8	1	1009.2	8	1	6.8	8	1	晴一時曇	8	1	曇時々雨	8	1
7/20/2016	1	0	8	1	26.3	8	2	29.9	8	2	23.3	8	2	4.6	0	8	1	17.8	8	1	3.3	8	1	6	8	南東	8	1	9.2	8	南	8	1	南東	8	1	25.9	8	2	76	8	2	1008.9	8	1	1011.6	8	1	8.5	8	1	曇後晴	8	1	曇後雨	8	1
7/21/2016	28.5	0	8	1	21.8	8	2	24.3	8	2	20.9	8	2	0	0	8	1	3.82	8	1	2.5	8	1	5.4	8	東北東	8	1	9.5	8	北東	8	1	北東	8	1	25.1	8	2	96	8	2	1010.4	8	1	1013.2	8	1	10	8	1	雨後一時曇	8	1	曇時々雨	8	1
